1,137932.65899658203,2.2988776499430337,0.6673448430019562s
2,137882.53186035156,2.298042197672526,0.7042858609993345s
3,137852.8549194336,2.29754758199056,0.6952863059988204s
4,137833.13189697266,2.2972188649495444,0.6950891319988841s
5,137818.36541748047,2.2969727569580076,0.6841994290011826s
6,137807.1019897461,2.296785033162435,0.6905892719984195s
7,137795.6561279297,2.2965942687988283,0.6805650299993431s
8,137783.890625,2.2963981770833333,0.7540134270008139s
9,137773.91625976562,2.2962319376627605,0.7434081719991354s
10,137762.2876586914,2.2960381276448567,0.7662907039999709s
11,137748.62963867188,2.2958104939778647,0.7146003689992995s
12,137734.43322753906,2.2955738871256512,0.7226192050010241s
13,137718.2001953125,2.2953033365885416,0.7024579599991512s
14,137699.68487548828,2.2949947479248047,0.721093375998862s
15,137679.71099853516,2.294661849975586,0.7193037880008433s
16,137657.20434570312,2.294286739095052,0.7052976749998834s
17,137630.57733154297,2.293842955525716,0.7138132560011172s
18,137599.31274414062,2.2933218790690106,0.7034805369997912s
19,137562.26721191406,2.292704453531901,0.689277167000796s
20,137519.26885986328,2.291987814331055,0.7082532830004311s
