1,137995.18719482422,2.2999197865804035,879.2877153419972s
2,137917.23022460938,2.2986205037434897,881.9983058199941s
3,137873.93670654297,2.2978989451090497,883.1621670690042s
4,137846.4585571289,2.2974409759521484,885.5958832379965s
5,137828.55688476562,2.2971426147460936,888.8864823250051s
6,137814.32165527344,2.2969053609212238,892.2926096019983s
7,137801.15856933594,2.296685976155599,893.7722400560024s
8,137790.07452392578,2.2965012420654296,898.7206839119954s
9,137778.64874267578,2.29631081237793,898.8901430159913s
10,137767.4298095703,2.2961238301595053,902.8703817169917s
11,137752.14196777344,2.295869032796224,904.3043463499889s
12,137738.2359008789,2.2956372650146486,908.2599484229813s
13,137723.1893310547,2.2953864888509115,911.2215612080108s
14,137705.53350830078,2.2950922251383465,917.9930000679942s
15,137685.45330810547,2.294757555135091,917.8233387510118s
16,137661.4736328125,2.2943578938802083,918.8573364400163s
17,137632.7523803711,2.2938792063395184,920.1999868699822s
18,137601.7348022461,2.2933622467041017,922.7323439869542s
19,137564.5955810547,2.292743259684245,926.5168310230038s
20,137517.35375976562,2.291955895996094,1151.0508959599756s
